Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	tree_length
0	-2116.397	-2422.063	305.6651	0.0701323	0.0865838	0.156318	0.0300507	0.0681139	0.0362636	0.0660951	0.00418444	0.059704	0.000154699	0.00695644	0.0190811	0.079398	0.0287591	0.0769769	0.0219924	0.00271432	0.0189238	0.0471255	0.0233745	0.0116918	0.00982162	0.0230671	0.00143113	0.00264446	0.0220189	0.0178879	0.0177224	0.0292468	0.106219	0.0630611	0.0212509	0.00471729	0.00881342	0.00182197	0.00701152	0.00991994	0.00225236	0.000474185	0.0276272	0.0244793	0.012122	0.00103651	0.0311549	0.0770621	0.0950052	0.084467	0.108744	0.0868272	0.0051025	0.0235327	0.0154186	0.00832974	0.00862132	0.0264908	0.0266831	0.004574	0.00788534	0.00221098	0.0635395	0.0556117	0.0470686	0.00422266	0.0823524	0.0413305	0.00744596	0.00582946	0.00187373	0.00358482	0.00140154	0.00748401	0.00321404	0.0264927	0.0059603	0.00352451	0.00728618	0.0210621	0.0129708	0.074957	0.010551	0.0117704	0.0630142	0.0173298	0.0536563	0.0502534	0.00810063	0.00834539	0.00690194	0.011921	0.000285956	0.0153155	0.00894582	0.00758374	0.017908	0.0385408	0.00481813	0.00856574	0.0258129	0.00117895	0.0724011	0.0502316	0.0365924	0.0268206	0.0494353	0.022094	0.0416301	0.00102985	0.00374022	0.0421393	0.0735875	0.00656266	0.0299708	0.00945498	0.0274038	0.0612443	0.0576033	0.00493666	0.0176724	0.0120811	0.0196671	0.00479122	0.0160597	0.00703188	0.0231158	0.0748344	0.0400581	0.0362875	0.0872082	0.0116883	0.0652247	0.0316123	0.00989035	0.0266879	0.0514159	0.0357205	0.0420713	0.0171494	0.0160011	0.0279366	0.00396731	0.0269589	0.0342846	0.0112278	0.00563433	0.0142876	0.0238516	0.0702628	0.015144	0.0196254	0.0312537	0.0311156	0.0284446	0.0392984	0.0355502	0.0185295	0.595768	1.42589	0.164556	0.414757	0.759904	1.31596	2.41105	6.07698	1.304783	0.4402059	0.0156201	0.0192842	0.0348155	0.00669299	0.0151705	0.00807675	0.0147209	0.00093197	0.0132974	3.4455e-05	0.00154936	0.00424981	0.0176838	0.00640531	0.0171445	0.00489822	0.000604541	0.00421476	0.0104959	0.00520603	0.00260404	0.0021875	0.00513757	0.000318746	0.000588983	0.00490411	0.00398404	0.00394719	0.00651394	0.0236574	0.0140451	0.00473307	0.00105065	0.00196295	0.000405795	0.00156163	0.0022094	0.000501652	0.000105612	0.00615322	0.00545209	0.00269985	0.000230854	0.00693891	0.0171635	0.0211598	0.0188127	0.0242198	0.0193384	0.00113644	0.00524126	0.00343409	0.00185522	0.00192017	0.00590011	0.00594293	0.00101873	0.00175625	0.000492437	0.0141517	0.012386	0.0104833	0.000940484	0.0183418	0.00920525	0.00165839	0.00129835	0.000417322	0.000798422	0.000312156	0.00166686	0.000715842	0.00590053	0.0013275	0.000784989	0.0016228	0.00469101	0.0028889	0.0166946	0.00234996	0.00262155	0.0140347	0.00385974	0.0119505	0.0111926	0.0018042	0.00185871	0.00153722	0.00265508	6.36891e-05	0.00341112	0.00199244	0.00168907	0.00398852	0.00858392	0.00107311	0.00190779	0.00574912	0.000262579	0.0161254	0.0111877	0.00814996	0.00597357	0.0110104	0.00492085	0.00927197	0.000229371	0.000833034	0.00938539	0.0163896	0.00146166	0.00667518	0.00210584	0.00610346	0.0136405	0.0128296	0.00109951	0.00393606	0.00269073	0.00438032	0.00106711	0.00357687	0.00156616	0.00514842	0.0166673	0.00892185	0.00808206	0.0194233	0.00260325	0.014527	0.00704078	0.00220281	0.005944	0.0114515	0.00795577	0.00937024	0.00381956	0.0035638	0.00622213	0.00088361	0.00600437	0.00763596	0.00250069	0.00125489	0.00318217	0.0053123	0.0156491	0.00337292	0.00437103	0.00696092	0.00693015	0.00633526	0.00875267	0.00791785	0.00412694	4.489883
36	-2103.605	-2412.453	308.848	0.0248959	0.0525524	0.0991775	0.021003	0.0256719	0.0167214	0.0148227	0.0028354	0.02805	0.000258068	0.00769221	0.0150127	0.0448224	0.00715886	0.0239448	0.00492643	0.000743099	0.00110024	0.00582494	0.0101247	0.0284291	0.00517548	0.00847836	0.00527517	0.00665506	0.00985215	0.00607822	0.0129039	0.0198051	0.0572793	0.0358261	0.028746	0.00216055	0.00363149	0.00218729	0.0153146	0.00832675	0.00325385	0.00159035	0.00774778	0.00942017	0.00875136	0.00140736	0.0348187	0.0347868	0.0441118	0.0280778	0.0677524	0.0232466	0.00458687	0.0108759	0.0112117	0.00209795	0.00682015	0.0195915	0.0141395	0.00466072	0.00367193	0.00593403	0.0248687	0.0539152	0.0177529	0.00142102	0.0134518	0.0130446	0.00163625	0.00566815	0.00200969	0.00189664	0.00104798	0.00190543	0.00366952	0.0232414	0.000823309	0.00378347	0.00129063	0.0130027	0.0082242	0.0599123	0.00559386	0.00572507	0.0163492	0.0111895	0.0139694	0.0110124	0.00168253	0.0112482	0.00476579	0.0227508	4.1776e-05	0.00829063	0.00289758	0.00542061	0.0146567	0.0254964	0.00572812	0.00620481	0.0124451	0.00253766	0.0362378	0.0226382	0.00460883	0.015141	0.0267218	0.00778065	0.0226264	0.000270632	0.000348924	0.0266335	0.0516056	0.00549761	0.0120048	0.00579477	0.0283372	0.0253074	0.0396032	0.00264029	0.00814174	0.016954	0.00656596	0.00686004	0.00594422	0.0215051	0.0121529	0.0410415	0.0062619	0.00857536	0.0111677	0.00223177	0.0123563	0.00983476	0.00636324	0.00384092	0.0297417	0.028638	0.0121188	0.00961173	0.0119872	0.0235169	0.00223966	0.0152191	0.00914205	0.00122264	0.0055214	0.016084	0.00646435	0.0417337	0.0255149	0.00646972	0.0159337	0.0134699	0.0265012	0.0123526	0.0311383	0.0232732	0.739725	1.27422	0.124873	0.362531	0.728658	1.37239	2.75838	8.00813	1.504313	0.6116324	0.0106663	0.0225152	0.042491	0.00899839	0.0109987	0.00716401	0.00635056	0.00121478	0.0120176	0.000110565	0.0032956	0.00643193	0.0192034	0.0030671	0.0102588	0.00211065	0.000318369	0.00047138	0.0024956	0.00433776	0.01218	0.00221735	0.00363242	0.00226006	0.00285126	0.004221	0.00260412	0.00552849	0.0084852	0.0245404	0.0153491	0.0123158	0.000925653	0.00155585	0.00093711	0.0065613	0.00356746	0.00139406	0.000681361	0.00331941	0.00403592	0.00374938	0.00060296	0.0149175	0.0149039	0.018899	0.0120295	0.0290275	0.00995962	0.00196517	0.00465962	0.00480346	0.000898832	0.00292198	0.00839364	0.00605782	0.00199681	0.00157318	0.00254234	0.0106546	0.0230991	0.00760593	0.000608811	0.00576321	0.00558877	0.000701024	0.00242843	0.000861021	0.000812587	0.000448991	0.000816349	0.00157215	0.00995743	0.000352733	0.00162097	0.000552952	0.00557081	0.00352353	0.0256685	0.0023966	0.00245281	0.00700457	0.00479398	0.00598498	0.0047181	0.000720854	0.0048191	0.00204183	0.0097472	1.78983e-05	0.00355199	0.00124142	0.00232237	0.00627945	0.0109235	0.00245412	0.00265835	0.00533189	0.00108722	0.0155255	0.00969897	0.00197458	0.00648692	0.0114485	0.00333349	0.00969393	0.000115948	0.000149491	0.0114107	0.0221096	0.00235536	0.00514328	0.00248268	0.0121406	0.0108425	0.0169674	0.00113119	0.0034882	0.00726366	0.00281308	0.00293908	0.0025467	0.00921353	0.0052067	0.0175836	0.00268281	0.00367398	0.00478461	0.000956165	0.00529386	0.00421355	0.00272623	0.00164558	0.0127423	0.0122695	0.00519209	0.00411799	0.00513574	0.0100754	0.000959545	0.00652036	0.00391677	0.000523819	0.00236556	0.00689093	0.00276955	0.0178801	0.0109314	0.00277185	0.00682654	0.00577096	0.011354	0.00529228	0.0133407	0.00997105	2.334081
72	-2112.857	-2420.149	307.2923	0.0231463	0.0903119	0.147698	0.014465	0.00596497	0.0328849	0.0559004	0.00776621	0.0211285	0.00405926	0.00776314	0.0284912	0.0666104	0.010171	0.0373358	0.00248451	0.00165474	0.00812214	0.025011	0.0041571	0.044328	0.00675078	0.00468234	0.0112958	0.0101982	0.0156635	0.00510952	0.0149753	0.0417503	0.0841557	0.0308276	0.0245637	0.000949209	0.00677342	0.00474168	0.00781168	0.0304746	0.0396544	0.0145926	0.00641377	0.0486742	0.0129693	0.00129894	0.0497984	0.0167384	0.0554906	0.0498989	0.102409	0.0362471	0.0195268	0.0175464	0.00171419	0.0096326	0.0201549	0.0342386	0.0194045	0.00380268	0.0121382	0.00528796	0.0255742	0.0782962	0.00909405	0.000759996	0.0332998	0.0243312	0.00489995	0.00024058	0.00416074	0.00269629	0.00355481	0.0066819	0.00894194	0.0367361	0.00365477	0.00372893	0.00098387	0.0210474	0.0159436	0.0991599	0.000457312	0.0178312	0.00550741	0.00865326	0.0272927	0.0384525	0.000357146	0.01088	0.00467557	0.0127249	0.00102536	0.00454983	0.00656804	0.0170819	0.00194787	0.0208235	0.000720033	0.0116987	0.00823341	0.00273508	0.0383839	0.032471	0.0380464	0.0154787	0.0268341	0.0121319	0.0249927	0.00574014	0.0117557	0.00588084	0.0699709	0.00511367	0.00863275	0.0288811	0.0344137	0.0239896	0.0237134	0.00453468	0.000922841	0.00771604	0.00678471	0.0188937	0.00554011	0.0335318	0.0112539	0.0694901	0.00640842	0.0238924	0.0109287	0.0025493	0.0285454	0.0376155	0.00406618	0.00281572	0.00507629	0.0635257	0.01103	0.0283037	0.0252909	0.0260476	0.0140435	0.0256738	0.0142547	0.000810177	0.0139399	0.00993133	0.000664171	0.10151	0.0286553	0.00729085	0.0292815	0.0346514	0.0184787	0.0631928	0.0485522	0.0197825	0.751625	1.26168	0.160453	0.409681	0.75699	1.32102	2.44092	6.23235	1.323038	0.627647	0.00685672	0.0267534	0.0437529	0.00428502	0.00176702	0.0097416	0.0165595	0.00230061	0.00625895	0.00120249	0.0022997	0.00844005	0.0197322	0.00301299	0.0110601	0.000735994	0.00049019	0.00240605	0.00740909	0.00123147	0.0131314	0.00199981	0.00138707	0.0033462	0.00302104	0.00464004	0.00151361	0.00443618	0.0123678	0.0249297	0.00913217	0.00727659	0.000281187	0.00200651	0.00140464	0.00231408	0.0090276	0.0117469	0.00432282	0.00189997	0.0144189	0.00384194	0.00038479	0.014752	0.00495846	0.0164381	0.0147817	0.0303369	0.0107376	0.00578448	0.00519781	0.000507801	0.0028535	0.00597056	0.0101426	0.00574826	0.00112648	0.00359573	0.00156647	0.00757593	0.0231939	0.00269396	0.000225136	0.00986452	0.00720772	0.00145153	7.12677e-05	0.00123255	0.00079873	0.00105305	0.0019794	0.0026489	0.0108824	0.00108266	0.00110463	0.000291455	0.00623493	0.00472302	0.0293745	0.000135471	0.00528219	0.00163148	0.00256338	0.00808501	0.0113909	0.000105799	0.00322301	0.00138506	0.00376952	0.000303745	0.00134781	0.00194567	0.00506022	0.000577024	0.00616862	0.000213298	0.00346553	0.00243901	0.000810221	0.0113706	0.00961898	0.0112706	0.00458532	0.00794915	0.00359388	0.00740366	0.00170042	0.00348243	0.0017421	0.0207277	0.00151484	0.00255731	0.00855554	0.0101945	0.00710653	0.00702469	0.00134332	0.000273376	0.00228575	0.00200986	0.00559694	0.00164116	0.00993322	0.00333377	0.0205853	0.00189839	0.00707771	0.00323744	0.000755186	0.00845608	0.011143	0.00120454	0.000834109	0.00150377	0.0188184	0.00326746	0.0083845	0.00749201	0.00771617	0.00416014	0.00760545	0.00422271	0.000240001	0.00412947	0.00294199	0.000196749	0.0300707	0.00848866	0.00215979	0.00867414	0.0102649	0.00547399	0.0187198	0.0143828	0.00586022	3.375719
108	-2138.629	-2446.703	308.0742	0.0502288	0.061383	0.141022	0.00137436	0.0274746	0.0357961	0.0312762	0.0147716	0.0206387	0.00060756	0.00673674	0.0501239	0.0588973	0.00520021	0.0321452	0.00459064	0.0119926	0.00761347	0.00852009	0.0038004	0.0409454	0.00857079	0.00626699	0.0161993	0.0206443	0.00920392	0.0107479	0.0231138	0.0582498	0.0403425	0.0122365	0.0110603	0.00025659	0.00422855	0.0167578	0.00394891	0.0283367	0.00197994	0.000458803	0.0264066	0.0100924	0.0128571	0.00126741	0.0276663	0.0148422	0.0341003	0.0393706	0.0764857	0.0203531	0.0150036	0.0102647	0.0217841	0.00179744	0.0248797	0.00537717	0.0204388	0.00201607	0.0136752	0.00638637	0.0342755	0.0703528	0.0273386	0.00148949	0.0396455	0.0140469	0.0132661	0.00657765	0.00125388	0.00572193	0.000671219	0.0161936	0.00212634	0.0210106	0.00352315	0.00275305	0.00124699	0.0119171	0.00391649	0.0852887	0.00131043	0.0145376	0.00101443	0.00924388	0.0223905	0.0363514	0.0003345	0.0248876	0.0162643	0.0022994	0.00183079	0.0569607	0.0013694	0.0125918	0.020509	0.0145788	0.00141787	0.00268322	0.00418462	0.0159089	0.025161	0.00165382	0.0159304	0.00240912	0.0443038	0.00750361	0.00522859	0.0112449	0.00541735	0.0158188	0.0634986	0.00836311	0.00868866	0.0183825	0.0284989	0.0163882	0.00930164	0.00257276	0.0227855	0.00205892	0.0294233	0.0313738	0.0143301	0.0231682	0.0147573	0.0264347	0.023405	0.00797138	0.00619526	0.0127377	0.02725	0.00877263	0.0118656	0.0230452	0.024501	0.017029	0.0314001	0.0114187	0.0216912	0.0329726	0.0193292	0.0279823	0.0207682	0.0301199	0.0564576	0.0154318	0.00655726	0.0134687	0.0154867	0.0112325	0.00410748	0.0318801	0.0295829	0.0270801	0.00797353	0.0464177	0.586412	1.43574	0.120186	0.35583	0.724429	1.3804	2.81033	8.32042	1.531976	0.4303179	0.0168841	0.0206335	0.0474038	0.000461981	0.00923541	0.0120326	0.0105133	0.00496538	0.00693756	0.000204227	0.00226451	0.0168488	0.0197979	0.00174802	0.0108054	0.00154311	0.00403122	0.00255922	0.00286397	0.00127748	0.0137635	0.00288101	0.00210661	0.00544527	0.00693946	0.00309384	0.00361283	0.00776957	0.0195803	0.0135609	0.00411322	0.00371785	8.62511e-05	0.0014214	0.00563303	0.0013274	0.00952519	0.000665545	0.000154223	0.0088764	0.00339248	0.00432183	0.000426033	0.00929984	0.00498909	0.0114626	0.0132341	0.0257102	0.00684155	0.00504336	0.00345043	0.00732257	0.000604198	0.00836315	0.0018075	0.00687038	0.00067769	0.00459682	0.00214673	0.0115215	0.0236486	0.00918968	0.00050068	0.0133266	0.00472178	0.0044593	0.00221103	0.000421482	0.00192339	0.000225626	0.00544336	0.000714756	0.00706258	0.00118428	0.000925421	0.000419166	0.00400587	0.0013165	0.0286692	0.000440491	0.00488673	0.000340994	0.00310727	0.00752643	0.0122193	0.00011244	0.00836581	0.00546712	0.000772927	0.000615408	0.0191469	0.000460313	0.00423266	0.00689397	0.00490056	0.000476607	0.000901948	0.00140663	0.00534768	0.0084577	0.000555922	0.00535491	0.000809808	0.0148924	0.00252229	0.00175756	0.00377989	0.00182101	0.00531739	0.0213446	0.0028112	0.00292063	0.00617915	0.0095797	0.00550879	0.00312668	0.000864818	0.0076592	0.000692092	0.00989044	0.0105461	0.00481695	0.00778785	0.00496058	0.00888584	0.00786745	0.00267953	0.00208249	0.00428168	0.0091599	0.00294886	0.00398855	0.00774648	0.00823586	0.0057242	0.0105549	0.00383832	0.00729135	0.0110835	0.00649739	0.00940607	0.00698108	0.0101246	0.0189778	0.00518731	0.00220418	0.00452743	0.00520576	0.00377572	0.0013807	0.0107163	0.0099441	0.00910279	0.00268025	0.015603	2.974921
144	-2122.927	-2430.842	307.915	0.0590805	0.0697537	0.144878	0.00134429	0.0380896	0.0257508	0.0738573	0.00798286	0.0242518	0.010251	0.00630574	0.019907	0.0738461	0.0193411	0.0190418	0.00325536	0.0144738	0.0175982	0.00301448	0.02781	0.00992238	0.00227927	0.00599449	0.0315567	0.00542854	0.00233973	0.010212	0.0339578	0.0668407	0.0854925	0.0280088	0.0136558	0.00340762	0.00409016	0.0164598	0.00380248	0.0122348	0.0166916	0.00834434	0.0154854	0.0148763	0.0169983	0.0125159	0.0560002	0.00219032	0.0423469	0.0650183	0.0485916	0.0347576	0.00943544	0.0204011	0.0154696	0.000727796	0.025942	0.0365097	0.0175783	0.00145176	0.0198419	0.00132522	0.0166644	0.0485985	0.0156124	0.000607812	0.0276261	0.0156714	0.00319767	0.00506436	0.0041883	0.0296809	0.00295123	0.0219115	0.00499622	0.0340036	0.00242121	0.000238779	0.00102082	0.00293094	0.00605739	0.0823423	0.00182054	0.0192714	0.0231665	0.00316762	0.0014783	0.057426	0.000157295	0.016552	0.000670216	0.0048581	0.000522383	0.0205047	0.0114136	0.0175123	0.00084473	0.0317555	0.00136748	0.0155096	0.00607438	0.0159926	0.0498665	0.0280141	0.0150188	0.00805957	0.0362686	0.00603315	0.00773261	0.00225293	0.00214579	0.0103055	0.030488	0.00193816	0.0226182	0.024918	0.0302783	0.0378461	0.0379618	0.00784188	0.00205748	0.00130607	0.00841788	0.0345	0.00314704	0.0067891	0.0149035	0.0398485	0.0214145	0.0222708	0.00457899	0.00113154	0.0224521	0.000694984	0.0192145	0.0128624	0.0554289	0.00349913	0.018552	0.0135434	0.00541431	0.00277509	0.00525871	0.0115631	0.0416335	0.00361998	0.00588358	0.0208392	0.00377899	0.077359	0.0280637	0.00536908	0.0143117	0.0338365	0.0307981	0.0628854	0.0369584	0.0278508	0.357925	1.67647	0.0745481	0.281893	0.673653	1.48444	3.54744	13.4142	1.877312	0.224936	0.0188258	0.0222268	0.0461651	0.000428353	0.0121371	0.00820541	0.0235344	0.00254372	0.00772777	0.00326647	0.00200931	0.00634332	0.0235308	0.00616299	0.00606763	0.00103731	0.00461204	0.0056076	0.000960554	0.00886159	0.00316174	0.000726283	0.00191013	0.0100555	0.00172979	0.000745547	0.00325403	0.0108206	0.0212986	0.0272419	0.00892494	0.00435139	0.00108583	0.00130332	0.00524486	0.00121165	0.00389858	0.00531872	0.0026589	0.00493436	0.0047403	0.00541645	0.00398815	0.0178443	0.000697939	0.0134937	0.0207179	0.0154836	0.0110754	0.00300657	0.00650075	0.00492934	0.00023191	0.00826633	0.0116337	0.00560128	0.000462599	0.00632256	0.000422276	0.00531007	0.0154858	0.00497483	0.000193678	0.00880299	0.00499366	0.00101893	0.00161374	0.00133459	0.00945772	0.0009404	0.00698204	0.00159203	0.0108352	0.00077151	7.60862e-05	0.000325283	0.000933934	0.00193017	0.0262381	0.000580109	0.00614079	0.00738193	0.00100935	0.000471057	0.0182986	5.01216e-05	0.00527425	0.000213562	0.00154802	0.000166456	0.00653377	0.0036369	0.00558024	0.000269171	0.0101188	0.000435743	0.0049421	0.00193558	0.00509599	0.0158898	0.0089266	0.00478571	0.00256816	0.0115569	0.00192245	0.00246397	0.000717889	0.000683751	0.00328383	0.00971491	0.000617589	0.00720723	0.00794006	0.00964808	0.0120596	0.0120964	0.00249879	0.000655609	0.000416175	0.00268233	0.0109933	0.00100279	0.00216333	0.00474896	0.0126976	0.00682366	0.00709654	0.00145908	0.000360561	0.0071543	0.000221455	0.00612265	0.00409855	0.0176623	0.00111499	0.00591153	0.00431555	0.00172526	0.000884275	0.00167567	0.00368454	0.0132664	0.0011535	0.00187479	0.00664036	0.00120416	0.0246502	0.00894241	0.00171084	0.00456038	0.0107819	0.00981373	0.0200382	0.0117767	0.00887458	3.138268
